name,status,signature,read_error
2022-09-01_22-08-06__zA0Ol7Lhyhp1xgB0Cmq58EkPKdq8wBUAlz0nLFbD.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-09-04_18-07-38__Nhh7HwpweshkzrEcvNeb6TzpIvjg0WshIcii8D1n.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2022-09-05_20-41-24__IqgfFUs3q5kRE7ouqMp5qVvMlta1Ybzo21MYljx3.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-09-06_21-03-13__VLWA5iJ2K5ORoLnJ01kZRI3KvIebMb3BaaWizUhi.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-09-07_20-19-30__zyfu6p5su5jdZLcTmgnxC8E51RtVpJC9ohvWGdv9.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-09-08_19-07-00__JD4WceNLogi6IxAXCRDirGisYDjZWIzLv2nNfN0r.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-09-11_13-42-26__24IwaxWTNmzZNfQSVQFeWw6goXEQ8G2nKcRtPQqK.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-09-11_13-42-41__rRv9DWeoK9jJrboFSSwpmPs0RZRKfnMJ2eZR4Xva.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-09-11_13-43-36__7NCYwFd5LOLko4fyaeJMqwuV6b9G8X5lFobMTa0o.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-09-12_19-08-11__8xoqHdRGTQf2cSKmcccLBEN3MEtB6EoROrHczJLA.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2022-09-14_19-16-06__AIiJGnVO5D8TjO3axGObGOAGEjJXQYzSAnUbvynv.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-09-15_19-49-32__MrNt1Xe6PslJgbPcba9yMBD6KpNoMDxWXkstzPny.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-09-18_14-09-16__qHK7GNIZJEZX3kZD34HGkTSfVZTPXaqSV9kE1WzD.xlsx,outlier_signature,код | наименование товара | ед. | розн.цена | м.опт.цена | опт.цена,
2022-09-20_09-05-00__J46niAGLPr9V3oAvNyHSiCT8NZPkwnrMn0YJ758u.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-09-20_18-36-24__vvx30wFhSCtt9w4GRH2Naer77xGVxuFvzidY8Kry.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-09-21_19-39-59__8YHUe2IZ8k1TiBYTCdJ95JDMBqxp7RMaTB74ZmjJ.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-09-22_20-16-04__enW0buBHkHN58IEayMl72egrFeoeW0sVSZ7UveVh.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-09-25_13-15-56__l1yHvBvq8wZeCkTjhdqv4D7Du0YdSGokppBsHlhn.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-09-25_20-30-18__AJhYvwvHmdlLAeDv2TYIY6YEOwpTUAQmRmcNSEEg.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2022-09-26_20-05-30__sGYe4LeVGfD223pUW5foal5zymGfEl0cRduA4Smi.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-09-27_22-18-03__1sj0coh2o3K0u7Dj0Rtp7zlaOos9R7U0kOig8EF1.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-09-29_09-10-21__qRAS7x79JovvC4toeAgCI7ZELHniMs20Kf1KpGSt.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-09-29_18-48-09__0DZ33MguuYaGGQFjYtBXjcfam92mYYN4kZbqxYF7.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-09-30_20-44-59__Ub04salkxMOnHBz0kO7GXNYUsCO9rndqSPpsizko.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2022-10-03_19-58-25__3qsjYtVOypScNP62nWW55K8EOfzpIRw21vaEGBeS.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2022-10-04_21-30-09__BbTyrqkTskp2PGNgiRWAcTxEYvYUp8xSL104Hxrr.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-10-05_21-03-54__ukpn959Lv7H3k0lplU2eMrxpRxfifB15sjws8buJ.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-10-06_20-28-17__yHkwk1eTKienM9odOkQM9t9u99RcLP6yKkzgZ9hc.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-10-08_14-06-01__C2z7cKURc8cVgWjJZwkpzyF0O0vccsqyHb1RNOoC.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-10-10_21-02-07__GOoGQ17wo29fQUy59gHaRJdrHLlQaxGHcCFXU0jw.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-10-12_09-10-15__UdAnUt2AxunSN5cBY13LfROfUlicg4v72ZIoCmqx.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-10-12_19-39-00__ccJg37x6kIeZ7Y8x19rnKmfOYltzIvk31FVuKrXc.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-10-13_21-04-49__6GtQiXHhZRNQeSdt1ZAKualHMhCfRuG2LPfr5ajb.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-10-16_10-33-20__1Egnb0Kc1UiwXeUQu2UvLxzmg8qixe0W2LFzqlaV.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-10-17_21-49-31__7NJBKKbkF6Mt30rFwS5a19dK1ZWqH2KymSJ2F1o0.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-10-18_21-12-10__tnbKC61jZ6Opwcnmcgx3ecYt4NKAoH5EFORm8duD.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-10-19_19-16-33__Zi5EWV2IOzmY8civln6b9mO4jOVLTJwNh8XsCJiN.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-10-21_06-57-06__LMlEPXH6s1cksHR55UplqOBvzkR2P14T3M9OGjrD.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-10-23_14-40-45__kAM1x3cQnm12DUyvelMUN4JMnRwL8qsND9TGSyIu.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2022-10-25_08-21-35__Vmux8EhjK2BmILd3oAdgMSQjKI33QLboGb1tX9Wf.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-10-25_20-12-24__VZFrsVtqLnHvhBHMtsM5O3P2LUh8Dndtg78i7uvt.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-10-26_19-42-53__LmxLH1NmI3xfHffGzFBdIUK6gOcimoQ9Xevoxybs.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-10-27_19-26-15__W2EnnWHcwZW8h663stRmY5ZbjS7vkBwUc17kkFcf.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-10-30_18-07-38__ZEIJULx1AU1mAXDwGodTEJYkXNor0G9loL446Fi6.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2022-10-30_18-47-27__wnolDiCs578V4CaazuhPxnf0lfI29tTeSWpBBwDk.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2022-10-31_19-34-22__6G1T3Ry5pw3nwifXsP0Oamo7uRYr0kXsMqjwGzom.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-01_20-20-42__B32veACANXhllz3OF3NuSNZxp0HhnpX6J7KZ9wEZ.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-02_20-56-18__SgXzgM0elPfryHvY30BeO1pEv4AxIh3MpE87pQci.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-06_12-28-02__2vFNY1ymSI7gJsAMNJgR3MFCMzpgPG2njXpPvqWQ.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-06_12-43-54__pfDmTygxsM6Buvb0MbxzqxlvCq1uilURq9EExwut.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-07_20-05-42__UeyXjFpR7Oz12S0VdRXYvjGnO6P0V8uHtAl1nWLk.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-08_21-09-33__Q14kO8uLmNLM42P9kzBFG0fOdWwyOuXtVYj83QWb.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-09_19-46-46__fpbSnFvCrXz0YWsifHCujM1VneNqQsbUa9cwg0rC.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-10_21-03-51__aVcCAW6BmicHGRXrBoSrwPAiTzPbNzvqlMbrYMmC.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-13_11-34-47__iQ5lVJHHAxQG7NmAA2MfuTmWbt4y0bs3LrsyGMO9.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-15_05-39-43__iOR05hA3fGtSTwWdH5Gk9lcnnNlAQnW6H3KxJ86U.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-15_20-33-23__27K1obdqSDmlXTOmhJ3bcix5a9iWn17V3jxcptDX.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-16_21-23-09__xMV6Rp4aQr0LRjDdb7i0624VvYpDFSoDzAL5zR7Y.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-18_06-04-14__AZP9IN6ptALict05OaEVSsfso2KBWUvLDI1N8Se1.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-20_13-29-34__dPcZrMFYcU8wgZJiecQBPeI7pnatkjHUPlUnGpfQ.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-21_19-49-24__xa1lnXbnumyKeydz4HPqc9mBYUVPkt3src2tpa3t.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-22_20-13-58__RTHiLgCzrJWf4U3HWBn99GP8t34sU4zmY9Mmsxll.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-23_05-31-13__arK4yaAsWJds39QBZvzL4uopHr5sa8RzS2iYf40x.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-23_20-57-57__iYOHLJ6q325t2ouLJxlWzuo6hp9CUgtk29dc029J.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-24_20-55-04__6K3tPiqxCXLyVmiojuHnxXk0dZxE0Vr6TUena6pw.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-27_12-06-29__4NM5GucSfMTisMss2OhP00k6VsbibweKPiiPFXFa.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-27_12-07-29__esHU9tXFSrKE0Hmt3ffIaYH6FKvPupn7tPQVwxKP.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-27_12-21-49__L5jaxTiFSLioRlxGE6OiRs7nBE1jqHqX04I8gsOT.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-29_05-48-34__JSWgpvQGylKoKJoqpCbSDgyiop97mHtCf3KtDTmA.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-29_20-55-29__56ccjQ15DZ6yUg4Pb2K3U0QXVwAGvvDMQ1v1Uj8r.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-11-30_20-46-44__YlGyw4Wtt5ofJN62VhZmBoK5WnP0zlCTzxvz0iaP.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2022-12-01_22-27-15__vaviqrVGdU2G0ZaBnoxAzuus6CFm8xXGTvKtfZul.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-12-03_21-32-25__lkXjCrIsHGH21gBJIlXrAwwOVL1JyuJsfOSST6TF.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-12-05_22-29-40__iqhASvAg4QyI7hrwloNX8crydXktFPZWVkYXM1Ro.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-12-07_07-50-47__2pIlrozrdbzZ27O4dv4pxaeKGr9sIaRK2mDnnQb9.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-12-07_21-55-17__qhcf2z5WwUTahTnlSAMyhA5ARBm2Ny5LvkYil6jG.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-12-08_21-24-41__HFN6dDodBkzjcSJU2C9upF9mhAl7UzJfMJqEC0if.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-12-11_14-35-27__YfsmCqQDngTl1e4x0diGwq1ndam2sk9OkAZOY7iK.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-12-11_14-50-47__CoW38GhvK17vk8lvqGavOgeVPNITlkbOXRfIwB4z.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-12-13_06-28-51__BoUlJ8Hv84ky6rUjUnlcKN86brgqJNfji6TA6EYX.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-12-13_06-30-28__23laPgUJ4VV2uLmcgrBEZgsyStSt9gDcj3B7a7qz.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-12-13_21-48-51__wKYo0k1DoMTgCwVJm9FBLBSYZKwsgenO1PmtLjCM.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-12-15_21-37-52__VqsJB6FparRDtzFh7wwLH5Sc6T25yy9FNN3kgFtI.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-12-15_21-38-35__4WTDhCYQ3Ywq1p5JTCFAbo0qJoHYxC7DJQdNd5i5.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-12-17_20-30-19__NhFi3neNSlZRSy8R2QuvXQVR9Cc3ERRooVNqDYok.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-12-18_20-11-38__2GZLjNKuWxdyIbiZzXV7eGBhUi6lHGZ4tK110nfQ.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-12-19_19-26-11__kjN8xzASiy6gJQNm7RrWKzeQoZUUNY7I89ktPPLT.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2022-12-20_23-16-02__4SLStAuIXhLLnoa16UIFsUl8T9Fz2oOj7V6ATeJj.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-12-21_18-23-43__P7mw2QxJMNLJWKkdHOhys4M5FH2JMEuoCIu5qy28.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2022-12-22_19-29-31__JCnWe2YksB7jKs4ZwtP0XHXzthz1dFL6CuROOH6f.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2022-12-25_11-11-26__oFC5UsZXUPsN4hAPkbhqWdGr2xQnkkhncvzWsmju.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-12-25_12-17-57__9dgLQQy368bJ18my5qQ6QMWp2XvziDRT1BAeJ0EM.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2022-12-26_19-34-38__eX46SOMAusvI8jfQpzaWTt2N2z4pYcC3OkZ8qYAc.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2022-12-27_19-01-40__gim62AxNv3ASs5pNv1Y40EYsUK7tQsEgFWVq59AC.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2022-12-28_19-05-34__u4Gs3wvgcetK6Hvd4HwqkH6DknuSExNDOCOztanL.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2022-12-29_19-35-53__TAKacrMQx2G4uxftMOXuMDASV7c3I97pyzrRJXS9.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-01-04_17-05-58__eHOOLHHQxLQWTiI8cmQBkVzGtdCF3pS1vbml9IjR.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2023-01-05_14-44-42__INtab6kc3pwunAElvlThjcN3ioq239uzU7aKqTOu.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2023-01-06_20-26-06__RNyUCvFEGNJI0BnX64olEm4NHnXAJUGh4gZMJtNS.xlsx,outlier_signature,код | наименование товара | ед. | розн.цена | м.опт.цена | опт.цена,
2023-01-09_19-53-17__bpO0GHAz7AsPLfC34lpJBfR1FlQVkp5wAJQO2sGA.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2023-01-11_00-21-25__MWhMaYIz15aHb66BLmbBBarPutyUr5vbmttKikbi.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2023-01-12_01-43-15__D1wxcGpbXCcUp51OU25nOGCZZWvHnhxc3fcICL0J.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-01-13_05-52-30__UlLtXRt9khvs0tG2gRzINvUBdrK5p7nIKMBJVCx7.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-01-15_16-43-09__dP3R8ilbfw7bg2lBIz9f4nO8FGiPSiZAxwJvXTZ8.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-01-16_19-39-42__yeM8DDloiRO06vC1yre803O9fX8eIayKaP8arSDT.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2023-01-17_20-07-50__0A9DPRwkI51fZ7vzIo0Tdniy6DdLs5TIQ5Qa2Irs.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-01-18_18-11-32__rjocgpii4UsTcN0CGed3fjdTB4qjSyAVoTCzqUI4.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-01-19_08-24-38__FY7bTvZ2pO6QGEzLsQ3yNNBEVkuBrZuPYLmMO01e.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-01-19_18-24-29__q3Ifw2ZdUjwos9WQAPw2eqTq74JvG2v8R41t2nZW.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-01-22_23-52-16__EEfk8ONDo4cONGly9zI1qgtLQkvDHINmHbUlassa.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-01-23_17-42-42__ZSHayHqVRaWTio5hicqUgH6MNnnq8q8pgVhXTLSf.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-01-24_18-35-03__HaO3gDUz0aoeyYTScu11klVwlBs5syPlIw9lQdwt.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-01-25_17-20-01__91wJjs8I9iyBXKAfZlubGV7uLR5vIdAtOtxb5Mzq.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-01-27_08-22-44__fqlNStJOtlp5l4RDiEoeR2lLQgh4J7rXif7uu9NS.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-01-29_21-17-15__nwbBYUV9gxWRMMw9bmzudjhMy55K9T3alpXHKJUO.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-01-30_16-56-38__tycSdQlhVdDsccAsWrP61LBGgStimcGdgr4yZKPO.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-02-01_04-25-45__pXyn5JEVQpWq6DrTtTUJNuEMBeDYt9rsYDxEZsrQ.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-02-02_04-25-56__s7cXc52yPBmvS1oBRLATU9c5LrWC0tihBC6lwdEH.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-02-03_07-36-03__TqeS7JbFOophz3IGXM1pGemBkjJU8pP3I6zWkgrr.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-02-07_07-04-13__OpTdt9AL7Ln6vukjijQKfgiR4rH3Jnql2QHxkgjs.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-02-07_18-11-04__onFZKczuPbgIr3yqBv45FYwi0k7pgSGDRY4JMCFg.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-02-08_16-52-22__ZFhdCdZMqmOnPqFuquzpJV77fnYFZzX7ujKtjHtN.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-02-09_17-15-10__MPWDd0ChZHvQyqOC3l4YKxhbQpNzbAGeohK2HA3z.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-02-13_18-33-38__gfbpjSETbXuetnqYhi05tZgpxSYGf1kOokaZSEUw.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-02-14_18-34-30__kIKig5PGGls64YG9EcIhdzuD8Uv4FEvEBz0PIwc8.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2023-02-16_07-13-53__q7PY8bP9tvjsGGdDltOX4xmFL7GN2anuATDHtLe6.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-02-17_06-57-27__HzN8IGby9NGBLrSzaPk9OlEVdXs7b00t5BZb42zP.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-02-19_11-52-08__Bh1iveeyTIfzWZUKuGlzxu0RNdPfzOTOZztWfxUR.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2023-02-19_12-00-33__5rOfNjJC3UZXmo58IjWWAI01ywAyCQ33lQja2mUh.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-02-20_22-24-22__2GkcBjpA1ODidksiYvUZj9VrRNrmRREi9E9aK1hj.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2023-02-22_01-47-21__5ildVy9BzU73OFABsyNFHRND8TmvDrC4oAu6iFZT.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2023-02-24_15-39-42__2ReTPo9nVgxSulgl5gcBYXelt4lO6zVVC1dhJzlI.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-02-28_07-59-08__XWjRK2zB2PS7PtGAHNo1KirDcveD89OIHhl2OOAQ.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-02-28_18-49-44__xW1HQdL0YYwDRyUN0wmVitslGnzO0K5VfDIshVOK.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-03-01_19-57-33__4uWZfnns9th5mpVRW8hIxO5Xwbf1nYkkSRMx7iJv.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-03-03_08-46-32__QmN53B5SfhScQ6xV7ipvfHZH7eFspwNeXQE1HJaN.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-03-05_18-34-50__7lDcToOMMDRToqtIn6mgQzhYsktaSRO1p21FSTTi.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2023-03-06_18-23-15__0fJGjtf8VCENGIERIT52lVUFzmOqHNatiDWMlKUi.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2023-03-10_07-24-09__Ec5HC7mCkxSxVUk9FsICdXDJFZSgP99YQMrLE8u7.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-03-14_05-17-57__uqAEUbTCH68dqo9RbAR7zN8EcLRHHbuJ5PSOOwTV.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-03-14_05-18-34__C8eqBsJkuuBd8WuiXNWLjbOnXo8OtY27YXLkCdWF.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-03-15_07-24-32__Ita9CUKmft20FlrwZPnwNgzVb8AYWKC2XbsyMsMR.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-03-16_07-55-15__UsrntqDNq0dgpJw3WjaApr56yhtZFjQbje5UpHVY.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-03-17_07-24-33__gq33MRc3h0R4gjxalKNXl47phiDADhBiLMjvcNbZ.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2023-03-19_13-17-59__veijmq8bjWpxO3YOBQXKZTgmdoZ54SX6bn7yzANr.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2023-03-22_07-22-23__9D3vWBq5ktuUnwvJTt8N6k07XdQ6gI4uUWGJTVAb.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2023-03-23_07-21-46__tT3LsE5WHFSUrYoF3DpRmBZ7b3bSrOo9v8kYjCdk.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2023-03-24_08-49-55__A2ejR0bNPaRwVXbD96ftvYvTrJayeoWzm1ftJMpK.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-03-28_09-45-00__ytWJECLBxxEcXEXYWjN1jkN88VFBwntPQB5hta8M.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2023-03-29_09-24-52__s43Z3RuBwXbLkQgQSj8HNSsbzZ7OzjGcF5xF1T60.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-03-30_18-51-14__UCluSb0AtkuHEiaqMO8b7S58uW6uSaC7qffcmhYT.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-03-30_18-52-07__z0UcKuwoIzIDNYpjk41lX4qhxnv6Bo6MrKmG1iQP.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-04-04_10-15-28__hm7o8Ub9etOIuwNR1W2F7Y3B3Q2uXljoswzLHQjK.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-04-06_08-48-00__qob0ZEZN8ZaSaY6CoCsNcQGWZ6e2AXGzy0vQBq2I.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-04-07_09-09-16__8HOsuVTmsortFQvArZp293Md3mCyNeIhuVl7JUMN.xlsx,outlier_signature,код | наименование товара | ед. | заказ | опт.цена,
2023-04-12_08-18-15__xTp0wYVP0hxd77h6PfbuUmiEnoHosNwkZvvcn8w0.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2023-04-13_07-49-46__hwHbQ3yGMQC6WbkUyjMw0B4eGSyOasNanZ9mxzVE.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2023-04-14_07-39-56__xsrF6kv66K0DiNZ0dQ9qKuq9rc1RXMr8AiYkTsiU.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2023-04-17_08-43-22__lYm8EvfzLDyDDXm9ImcE1f8DdR5BDfAs1YfnSjkr.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2023-04-17_21-05-14__4plDNqCLjrWiPdSSZVwfh7wvjhaay4Lq34IMFunM.xlsx,outlier_signature,код | наименование товара | ед. | опт.цена,
2023-04-19_07-21-06__hDhXOqaesX27yZb4L642wDc3Bn3kVKDnt43WCgCA.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
2023-04-20_09-31-26__BmQSFNZaSF8OhPnKdVfJWyYOA3EwLWp6oZrJ7j8w.xlsx,ok,код | наименование товара | ед. | м.опт.цена | опт.цена,
